Id,Time,ADMM_IT,X_real,X_imag,Nu_real,Nu_imag,Z_real,Z_imag,P,Q
0,1512582363.154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,1512582363.777,1.0000,1.0000,0.0000,38.4474,-131.0362,0.8462,0.5241,-0.0000,4.7058
0,1512582366.738,2.0000,1.0000,0.0000,50.5101,-165.9465,0.9517,0.1397,-0.0000,5.6276
0,1512582372.507,3.0000,1.0000,0.0000,41.9714,-122.8047,1.0342,-0.1726,0.0000,6.1370
0,1512582372.754,4.0000,1.0000,0.0000,39.6371,-52.1155,1.0093,-0.2828,0.0000,6.0963
0,1512582373.033,5.0000,1.0000,0.0000,35.3177,13.5201,1.0173,-0.2625,0.0000,5.5769
0,1512582373.297,6.0000,1.0000,0.0000,26.8850,54.2594,1.0337,-0.1630,0.0000,5.0789
0,1512582373.658,7.0000,1.0000,0.0000,17.0437,63.4512,1.0394,-0.0368,-0.0000,5.1030
0,1512582374.059,8.0000,1.0000,0.0000,10.2901,46.3945,1.0270,0.0682,-0.0000,3.7505
0,1512582374.505,9.0000,1.0000,0.0000,7.0118,15.4814,1.0131,0.1237,0.0000,2.2888
0,1512582374.98,10.0000,1.0000,0.0000,4.4617,-18.1788,1.0102,0.1346,1.4033,1.6507
0,1512582375.432,11.0000,1.0000,0.0000,1.4065,-44.9020,1.0122,0.1069,3.4250,1.5416
0,1512582375.945,12.0000,1.0000,0.0000,-2.0431,-58.9545,1.0138,0.0562,4.9728,1.3332
0,1512582376.374,13.0000,1.0000,0.0000,-5.2876,-59.9558,1.0130,0.0040,6.3045,1.1303
0,1512582376.847,14.0000,1.0000,0.0000,-7.3908,-51.2862,1.0084,-0.0347,7.4088,1.1603
0,1512582377.282,15.0000,1.0000,0.0000,-8.0131,-37.4992,1.0025,-0.0551,8.0000,1.1231
0,1512582377.691,16.0000,1.0000,0.0000,-7.5145,-22.7695,0.9980,-0.0589,8.0000,1.1154
0,1512582378.679,17.0000,1.0000,0.0000,-6.5502,-10.1660,0.9961,-0.0504,7.9043,1.1877
0,1512582379.111,18.0000,1.0000,0.0000,-5.5893,-1.1006,0.9962,-0.0363,6.7831,1.3300
0,1512582379.608,19.0000,1.0000,0.0000,-4.9668,3.6355,0.9975,-0.0189,5.3916,1.4949
0,1512582380.023,20.0000,1.0000,0.0000,-4.8455,3.9116,0.9995,-0.0011,3.9592,1.6424
0,1512582380.432,21.0000,1.0000,0.0000,-5.2537,0.2442,1.0016,0.0147,2.6767,1.7471
0,1512582582.271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,1512582583.102,1.0000,1.0000,0.0000,38.4474,-131.0362,0.8462,0.5241,-0.0000,4.7058
0,1512582585.946,2.0000,1.0000,0.0000,50.5101,-165.9465,0.9517,0.1397,-0.0000,5.6276
0,1512582591.787,3.0000,1.0000,0.0000,41.9714,-122.8047,1.0342,-0.1726,0.0000,6.1370
0,1512582592.022,4.0000,1.0000,0.0000,39.6371,-52.1155,1.0093,-0.2828,0.0000,6.0963
0,1512582592.295,5.0000,1.0000,0.0000,35.3177,13.5201,1.0173,-0.2625,0.0000,5.5769
0,1512582592.572,6.0000,1.0000,0.0000,26.8850,54.2594,1.0337,-0.1630,0.0000,5.0789
0,1512582592.902,7.0000,1.0000,0.0000,17.0437,63.4512,1.0394,-0.0368,-0.0000,5.1030
0,1512582593.275,8.0000,1.0000,0.0000,10.2901,46.3945,1.0270,0.0682,-0.0000,3.7505
0,1512582593.71,9.0000,1.0000,0.0000,7.0118,15.4814,1.0131,0.1237,0.0000,2.2888
0,1512582594.132,10.0000,1.0000,0.0000,4.4617,-18.1788,1.0102,0.1346,1.4033,1.6507
0,1512582594.601,11.0000,1.0000,0.0000,1.4065,-44.9020,1.0122,0.1069,3.4250,1.5416
