Id,Time,ADMM_IT,X_real,X_imag,Nu_real,Nu_imag,Z_real,Z_imag,P,Q
2,1512582363.148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,1512582363.798,1.0000,0.7711,0.7357,-10.5325,66.3303,0.8132,0.4704,-0.0000,-0.0000
2,1512582366.719,2.0000,0.8496,0.3274,-14.9686,106.2211,0.8674,0.1679,0.0000,0.0000
2,1512582372.538,3.0000,0.9274,-0.0431,-9.3401,115.4571,0.9049,-0.0800,-0.0000,-0.0000
2,1512582372.756,4.0000,0.9038,-0.2428,-11.2319,109.6115,0.9114,-0.2195,-0.0000,-0.0000
2,1512582373.065,5.0000,0.9279,-0.3110,-8.2623,94.7664,0.9160,-0.2516,0.0000,0.0000
2,1512582373.303,6.0000,0.9663,-0.2786,2.0369,74.6803,0.9251,-0.1982,-0.0000,-0.0000
2,1512582373.677,7.0000,0.9698,-0.1788,11.2637,54.0668,0.9329,-0.0964,-0.0000,-0.0000
2,1512582374.062,8.0000,0.9482,-0.0761,12.6681,32.6729,0.9426,0.0094,-0.0000,0.0000
2,1512582374.547,9.0000,0.9429,-0.0055,8.6290,7.6685,0.9590,0.0945,-0.0000,-0.0000
2,1512582375.009,10.0000,0.9468,0.0214,3.4501,-17.4334,0.9675,0.1218,-0.0000,-0.0000
2,1512582375.436,11.0000,0.9539,0.0112,-0.4871,-37.8239,0.9697,0.0928,-0.0000,-0.0000
2,1512582375.942,12.0000,0.9562,-0.0306,-3.4157,-52.3626,0.9680,0.0276,-0.0000,-0.0000
2,1512582376.373,13.0000,0.9544,-0.0839,-5.3179,-59.8061,0.9620,-0.0541,0.0000,-0.0000
2,1512582376.876,14.0000,0.9509,-0.1304,-6.3042,-59.1187,0.9549,-0.1332,0.0000,-0.0000
2,1512582377.306,15.0000,0.9456,-0.1593,-6.9519,-51.0474,0.9482,-0.1916,-0.0000,0.0000
2,1512582377.725,16.0000,0.9414,-0.1676,-7.3432,-38.2601,0.9429,-0.2187,0.0000,-0.0000
2,1512582378.648,17.0000,0.9397,-0.1571,-7.1361,-23.3408,0.9389,-0.2168,0.0000,0.0000
2,1512582379.126,18.0000,0.9401,-0.1354,-6.5433,-10.6666,0.9378,-0.1861,-0.0000,0.0000
2,1512582379.576,19.0000,0.9426,-0.1063,-5.7764,-2.8718,0.9396,-0.1375,-0.0000,0.0000
2,1512582380.022,20.0000,0.9467,-0.0744,-5.0702,-0.7048,0.9439,-0.0830,-0.0000,-0.0000
2,1512582380.432,21.0000,0.9517,-0.0448,-4.6608,-3.6018,0.9501,-0.0332,-0.0000,-0.0000
2,1512582582.798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,1512582583.006,1.0000,0.7711,0.7357,-10.5325,66.3303,0.8132,0.4704,-0.0000,-0.0000
2,1512582585.932,2.0000,0.8496,0.3274,-14.9686,106.2211,0.8674,0.1679,0.0000,0.0000
2,1512582591.759,3.0000,0.9274,-0.0431,-9.3401,115.4571,0.9049,-0.0800,-0.0000,-0.0000
2,1512582592.027,4.0000,0.9038,-0.2428,-11.2319,109.6115,0.9114,-0.2195,-0.0000,-0.0000
2,1512582592.327,5.0000,0.9279,-0.3110,-8.2623,94.7664,0.9160,-0.2516,0.0000,0.0000
2,1512582592.577,6.0000,0.9663,-0.2786,2.0369,74.6803,0.9251,-0.1982,-0.0000,-0.0000
2,1512582592.904,7.0000,0.9698,-0.1788,11.2637,54.0668,0.9329,-0.0964,-0.0000,-0.0000
2,1512582593.282,8.0000,0.9482,-0.0761,12.6681,32.6729,0.9426,0.0094,-0.0000,0.0000
2,1512582593.716,9.0000,0.9429,-0.0055,8.6290,7.6685,0.9590,0.0945,-0.0000,-0.0000
2,1512582594.164,10.0000,0.9468,0.0214,3.4501,-17.4334,0.9675,0.1218,-0.0000,-0.0000
2,1512582594.61,11.0000,0.9539,0.0112,-0.4871,-37.8239,0.9697,0.0928,-0.0000,-0.0000
2,1512582595.388,12.0000,0.9562,-0.0306,-3.4157,-52.3626,0.9680,0.0276,-0.0000,-0.0000
2,1512582595.936,13.0000,0.9544,-0.0839,-5.3179,-59.8061,0.9620,-0.0541,0.0000,-0.0000
2,1512582596.415,14.0000,0.9509,-0.1304,-6.3042,-59.1187,0.9549,-0.1332,0.0000,-0.0000
2,1512582596.884,15.0000,0.9456,-0.1593,-6.9519,-51.0474,0.9482,-0.1916,-0.0000,0.0000
2,1512582597.243,16.0000,0.9414,-0.1676,-7.3432,-38.2601,0.9429,-0.2187,0.0000,-0.0000
2,1512582598.215,17.0000,0.9397,-0.1571,-7.1361,-23.3408,0.9389,-0.2168,0.0000,0.0000
2,1512582598.635,18.0000,0.9401,-0.1354,-6.5433,-10.6666,0.9378,-0.1861,-0.0000,0.0000
2,1512582599.146,19.0000,0.9426,-0.1063,-5.7764,-2.8718,0.9396,-0.1375,-0.0000,0.0000
2,1512582599.59,20.0000,0.9467,-0.0744,-5.0702,-0.7048,0.9439,-0.0830,-0.0000,-0.0000
2,1512582600.007,21.0000,0.9517,-0.0448,-4.6608,-3.6018,0.9501,-0.0332,-0.0000,-0.0000
2,1512582606.379,22.0000,0.9566,-0.0217,-4.7297,-10.1687,0.9569,0.0045,-0.0000,-0.0000
2,1512582606.857,23.0000,0.9608,-0.0073,-5.3413,-18.6326,0.9632,0.0265,-0.0000,0.0000
2,1512582607.286,24.0000,0.9636,-0.0017,-6.4392,-27.2644,0.9680,0.0328,-0.0000,0.0000
2,1512582607.707,25.0000,0.9650,-0.0036,-7.8549,-34.7091,0.9706,0.0262,-0.0000,-0.0000
2,1512582608.158,26.0000,0.9648,-0.0104,-9.3700,-40.1706,0.9708,0.0115,-0.0000,-0.0000
2,1512582608.734,27.0000,0.9633,-0.0194,-10.7672,-43.4418,0.9689,-0.0063,-0.0000,0.0000
2,1512582609.207,28.0000,0.9609,-0.0281,-11.8805,-44.8079,0.9654,-0.0226,-0.0000,-0.0000
2,1512582609.61,29.0000,0.9582,-0.0347,-12.6241,-44.8740,0.9612,-0.0344,-0.0000,-0.0000
2,1512582610.102,30.0000,0.9555,-0.0384,-12.8441,-43.9698,0.9564,-0.0420,0.0000,0.0000
2,1512582610.544,31.0000,0.9531,-0.0384,-12.5109,-42.1448,0.9517,-0.0457,-0.0000,-0.0000
2,1512582611.208,32.0000,0.9506,-0.0367,-11.8640,-40.0329,0.9480,-0.0451,-0.0000,-0.0000
2,1512582611.683,33.0000,0.9483,-0.0353,-11.2030,-38.6882,0.9457,-0.0406,-0.0000,-0.0000
2,1512582612.213,34.0000,0.9468,-0.0344,-10.6611,-38.6446,0.9446,-0.0346,-0.0000,-0.0000
2,1512582612.594,35.0000,0.9461,-0.0332,-10.2300,-39.5478,0.9444,-0.0296,-0.0000,-0.0000
2,1512582613.025,36.0000,0.9461,-0.0313,-9.8817,-40.7000,0.9447,-0.0267,-0.0000,-0.0000
2,1512582613.48,37.0000,0.9464,-0.0298,-9.6055,-41.6228,0.9453,-0.0261,0.0000,-0.0000
2,1512582614.013,38.0000,0.9465,-0.0294,-9.4040,-42.1522,0.9457,-0.0272,-0.0000,-0.0000
2,1512582614.395,39.0000,0.9463,-0.0302,-9.2671,-42.3121,0.9458,-0.0296,0.0000,0.0000
2,1512582614.795,40.0000,0.9459,-0.0320,-9.1621,-42.1879,0.9454,-0.0325,-0.0000,-0.0000
2,1512582615.219,41.0000,0.9451,-0.0340,-9.0405,-41.8644,0.9446,-0.0353,-0.0000,-0.0000
2,1512582615.681,42.0000,0.9443,-0.0357,-8.8702,-41.4496,0.9436,-0.0374,-0.0000,0.0000
2,1512582616.201,43.0000,0.9434,-0.0369,-8.6257,-41.0339,0.9425,-0.0386,0.0000,-0.0000
2,1512582616.712,44.0000,0.9428,-0.0372,-8.2898,-40.6274,0.9415,-0.0389,0.0000,0.0000
2,1512582617.339,45.0000,0.9425,-0.0368,-7.9207,-40.2268,0.9411,-0.0384,-0.0000,-0.0000
2,1512582617.928,46.0000,0.9425,-0.0359,-7.6190,-39.8858,0.9413,-0.0372,-0.0000,0.0000
2,1512582618.503,47.0000,0.9428,-0.0349,-7.3888,-39.6766,0.9419,-0.0357,0.0000,-0.0000
2,1512582619.067,48.0000,0.9436,-0.0340,-7.2177,-39.6386,0.9430,-0.0342,-0.0000,0.0000
2,1512582619.638,49.0000,0.9446,-0.0333,-7.1081,-39.7589,0.9442,-0.0328,-0.0000,-0.0000
2,1512582620.221,50.0000,0.9456,-0.0329,-7.0889,-39.9892,0.9455,-0.0320,-0.0000,-0.0000
2,1512582620.779,51.0000,0.9464,-0.0328,-7.1672,-40.2627,0.9467,-0.0317,-0.0000,0.0000
2,1512582621.403,52.0000,0.9469,-0.0329,-7.3295,-40.5201,0.9475,-0.0319,0.0000,-0.0000
2,1512582622.039,53.0000,0.9472,-0.0333,-7.5361,-40.7186,0.9480,-0.0325,-0.0000,-0.0000
2,1512582622.624,54.0000,0.9472,-0.0338,-7.7458,-40.8374,0.9480,-0.0333,0.0000,0.0000
2,1512582623.19,55.0000,0.9470,-0.0343,-7.9202,-40.8734,0.9477,-0.0342,-0.0000,-0.0000
2,1512582623.742,56.0000,0.9467,-0.0348,-8.0318,-40.8382,0.9471,-0.0349,-0.0000,0.0000
2,1512582624.256,57.0000,0.9463,-0.0351,-8.0735,-40.7521,0.9465,-0.0355,-0.0000,-0.0000
2,1512582624.891,58.0000,0.9461,-0.0354,-8.0451,-40.6400,0.9459,-0.0358,-0.0000,-0.0000
2,1512582625.455,59.0000,0.9459,-0.0355,-7.9612,-40.5261,0.9456,-0.0359,0.0000,-0.0000
2,1512582625.993,60.0000,0.9458,-0.0354,-7.8509,-40.4303,0.9454,-0.0358,-0.0000,-0.0000
2,1512582626.59,61.0000,0.9459,-0.0353,-7.7339,-40.3654,0.9455,-0.0356,0.0000,0.0000
2,1512582627.194,62.0000,0.9462,-0.0351,-7.6319,-40.3363,0.9458,-0.0353,-0.0000,-0.0000
2,1512582627.766,63.0000,0.9465,-0.0350,-7.5599,-40.3414,0.9462,-0.0350,-0.0000,0.0000
2,1512582628.296,64.0000,0.9468,-0.0348,-7.5296,-40.3742,0.9467,-0.0347,-0.0000,-0.0000
2,1512582628.928,65.0000,0.9472,-0.0348,-7.5358,-40.4241,0.9472,-0.0346,-0.0000,-0.0000
2,1512582629.544,66.0000,0.9475,-0.0348,-7.5743,-40.4814,0.9477,-0.0345,-0.0000,-0.0000
2,1512582630.079,67.0000,0.9478,-0.0348,-7.6270,-40.5352,0.9480,-0.0346,-0.0000,-0.0000
2,1512582630.649,68.0000,0.9479,-0.0349,-7.7036,-40.5791,0.9482,-0.0348,0.0000,-0.0000
2,1512582631.199,69.0000,0.9480,-0.0351,-7.7692,-40.6087,0.9483,-0.0350,-0.0000,0.0000
