Id,Time,ADMM_IT,X_real,X_imag,Nu_real,Nu_imag,Z_real,Z_imag,P,Q
3,1512582363.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,1512582363.801,1.0000,0.7860,0.7696,2.5883,-2.5911,0.7756,0.7799,-0.0000,0.5386
3,1512582366.704,2.0000,0.8291,0.5088,9.5215,-40.0097,0.8014,0.6585,3.1800,1.0000
3,1512582372.503,3.0000,0.8515,0.2914,14.6699,-81.0957,0.8309,0.4558,3.1800,-0.5833
3,1512582372.758,4.0000,0.8921,0.1192,18.1598,-108.7051,0.8781,0.2296,3.1800,-1.0000
3,1512582373.04,5.0000,0.8998,-0.0182,15.2813,-118.9254,0.9113,0.0227,3.1800,-1.0000
3,1512582373.304,6.0000,0.8931,-0.1112,9.0153,-111.6331,0.9182,-0.1403,3.1800,-1.0000
3,1512582373.665,7.0000,0.9128,-0.1687,8.9580,-91.3231,0.9131,-0.2499,3.1800,-1.0000
3,1512582374.062,8.0000,0.9191,-0.1915,11.4723,-63.1583,0.9091,-0.3042,3.1800,-1.0000
3,1512582374.54,9.0000,0.9028,-0.2411,10.5229,-41.7274,0.9066,-0.3269,0.0000,-1.0000
3,1512582374.978,10.0000,0.9092,-0.2186,9.2575,-18.8458,0.9142,-0.3101,0.0000,-1.0000
3,1512582375.435,11.0000,0.9145,-0.2059,6.7138,-2.1695,0.9246,-0.2726,0.0000,-1.0000
3,1512582375.913,12.0000,0.9250,-0.1958,4.3823,6.8930,0.9344,-0.2320,-0.0000,-0.5594
3,1512582376.371,13.0000,0.9458,-0.1851,4.2684,9.5952,0.9463,-0.1959,-0.0000,0.5793
3,1512582376.852,14.0000,0.9540,-0.1671,3.6115,9.0014,0.9566,-0.1647,-0.0000,0.8930
3,1512582377.288,15.0000,0.9595,-0.1492,2.3787,6.4280,0.9644,-0.1389,-0.0000,1.0000
3,1512582377.697,16.0000,0.9635,-0.1311,0.7450,3.1270,0.9700,-0.1179,0.0000,1.0000
3,1512582378.614,17.0000,0.9672,-0.1137,-1.0052,-0.1627,0.9742,-0.1005,-0.0000,1.0000
3,1512582379.103,18.0000,0.9696,-0.1015,-2.7809,-3.4700,0.9767,-0.0883,-0.0000,1.0000
3,1512582379.575,19.0000,0.9718,-0.0883,-4.3550,-5.9850,0.9781,-0.0782,-0.0000,1.0000
3,1512582380.021,20.0000,0.9734,-0.0762,-5.7186,-7.8956,0.9789,-0.0686,0.0000,1.0000
3,1512582380.429,21.0000,0.9746,-0.0650,-6.9042,-9.4798,0.9794,-0.0587,-0.0000,1.0000
3,1512582582.364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,1512582583.036,1.0000,0.7860,0.7696,2.5883,-2.5911,0.7756,0.7799,-0.0000,0.5386
3,1512582585.948,2.0000,0.8291,0.5088,9.5215,-40.0097,0.8014,0.6585,3.1800,1.0000
3,1512582591.827,3.0000,0.8515,0.2914,14.6699,-81.0957,0.8309,0.4558,3.1800,-0.5833
3,1512582592.028,4.0000,0.8921,0.1192,18.1598,-108.7051,0.8781,0.2296,3.1800,-1.0000
3,1512582592.3,5.0000,0.8998,-0.0182,15.2813,-118.9254,0.9113,0.0227,3.1800,-1.0000
3,1512582592.578,6.0000,0.8931,-0.1112,9.0153,-111.6331,0.9182,-0.1403,3.1800,-1.0000
3,1512582592.905,7.0000,0.9128,-0.1687,8.9580,-91.3231,0.9131,-0.2499,3.1800,-1.0000
3,1512582593.313,8.0000,0.9191,-0.1915,11.4723,-63.1583,0.9091,-0.3042,3.1800,-1.0000
